path,strategy,delay_ms,jitter_ms,run,failed,time_to_fail_s,alpha_rms_deg,theta_rms_deg_wrapped,voltage_mean_abs_V,voltage_std_abs_V,saturation_pct,duration_s,n_samples,effective_depth_mean,window_rule
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Kalman Filter\8-KF 15 delay 5 jitter\kf_delay015_jitter005_run1.csv,kf,15,5,1,True,5.09295,10.714362184256075,34.17155889747642,1.9314788808962267,2.9860170396112564,5.778301886792453,4.83449,848,3.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Kalman Filter\8-KF 15 delay 5 jitter\kf_delay015_jitter005_run2.csv,kf,15,5,2,True,18.013651,4.566907453268189,11.7653109559021,0.5643367422907489,1.350896387741242,0.7551919446192574,17.756588,3178,3.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Kalman Filter\8-KF 15 delay 5 jitter\kf_delay015_jitter005_run3.csv,kf,15,5,3,True,5.184850999999999,11.894306684720652,21.634779198409603,2.4081025589856666,3.108391818548083,3.9691289966923926,4.930458,907,3.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Kalman Filter\8-KF 15 delay 5 jitter\kf_delay015_jitter005_run4.csv,kf,15,5,4,True,3.8868,9.823778137139193,41.425170844680714,1.9767897609374998,2.906954716419742,5.15625,3.625662,640,3.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Kalman Filter\8-KF 15 delay 5 jitter\kf_delay015_jitter005_run5.csv,kf,15,5,5,True,3.9898300000000004,8.6605206954732,12.486293928564026,1.0134632260596546,2.0647311179380052,2.9827315541601256,3.7313730000000005,637,3.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Kalman Filter\9-KF 20 delay 5 jitter\kf_delay020_jitter005_run1.csv,kf,20,5,1,True,2.0737710000000007,11.725688283111621,24.40990010438259,2.196632936305733,3.072863185210986,0.9554140127388535,1.8125259999999992,314,4.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Kalman Filter\9-KF 20 delay 5 jitter\kf_delay020_jitter005_run2.csv,kf,20,5,2,True,1.9363959999999993,13.272878176323477,16.5140699122292,1.8767611530612245,3.010787078211562,0.0,1.6770870000000002,294,4.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Kalman Filter\9-KF 20 delay 5 jitter\kf_delay020_jitter005_run3.csv,kf,20,5,3,True,1.9017739999999996,13.759702316644807,13.92901660034065,1.8390954689655175,2.993564748540282,0.0,1.644495,290,4.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Kalman Filter\9-KF 20 delay 5 jitter\kf_delay020_jitter005_run4.csv,kf,20,5,4,True,2.5102899999999995,11.277889363989235,30.991414777009826,1.8876882745591943,2.9002819869788787,4.534005037783375,2.2529179999999993,397,4.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Kalman Filter\9-KF 20 delay 5 jitter\kf_delay020_jitter005_run5.csv,kf,20,5,5,True,1.747783,13.99628606299527,18.152297235366063,2.068357853846154,3.109266574196238,8.846153846153847,1.4843329999999995,260,4.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Second_SP\1-SP 100 delay\sp_delay100_jitter000_run1.csv,sp2,100,0,1,False,,2.1734655576700668,28.26363671482846,0.30165646102150534,0.14960688750723888,0.0,29.329629,5208,20.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Second_SP\1-SP 100 delay\sp_delay100_jitter000_run2.csv,sp2,100,0,2,False,,2.2229247291319862,24.868065112834117,0.28464852554027503,0.1465885471693264,0.0,30.518508,5090,20.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Second_SP\1-SP 100 delay\sp_delay100_jitter000_run3.csv,sp2,100,0,3,False,,2.0127289483571342,32.88072690321071,0.31830210472470233,0.1572220355918881,0.0,29.984037999999998,5376,20.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Second_SP\1-SP 100 delay\sp_delay100_jitter000_run4.csv,sp2,100,0,4,False,,1.400892740720445,29.316441966403282,0.29474515855855854,0.14926859658290714,0.0,29.36267,4995,20.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Second_SP\1-SP 100 delay\sp_delay100_jitter000_run5.csv,sp2,100,0,5,False,,1.7221017948855644,25.42397368226235,0.29012807177322075,0.15644254246424383,0.0,30.328876,4974,20.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Second_SP\1-SP 300 delay\sp_delay300_jitter000_run1.csv,sp2,300,0,1,False,,1.972543345655161,32.210740809022454,0.3167463880203428,0.1483939073941539,0.0,30.342569000000005,5309,60.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Second_SP\1-SP 300 delay\sp_delay300_jitter000_run2.csv,sp2,300,0,2,False,,1.8927370348331223,25.425297305257264,0.2882545518160613,0.13570311540888239,0.0,34.34143400000001,6002,60.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Second_SP\1-SP 300 delay\sp_delay300_jitter000_run3.csv,sp2,300,0,3,False,,2.0982855330588253,27.949223442643383,0.299703891468583,0.1414708065406196,0.0,30.399099999999997,5427,60.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Second_SP\1-SP 300 delay\sp_delay300_jitter000_run4.csv,sp2,300,0,4,False,,2.5896240782071502,27.911532686629048,0.3089926870626234,0.15152399824762955,0.0,32.217245,5573,60.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Second_SP\1-SP 300 delay\sp_delay300_jitter000_run5.csv,sp2,300,0,5,False,,4.019472258390976,41.93946081011139,0.3870524416195857,0.20483049752831853,0.0,29.309737,5310,60.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Second_SP\1-SP 900 delay\sp_delay900_jitter000_run1.csv,sp2,900,0,1,False,,3.5804328956047122,25.447822183499888,0.300669817794971,0.14939860824408105,0.0,29.630052000000003,5170,180.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Second_SP\1-SP 900 delay\sp_delay900_jitter000_run2.csv,sp2,900,0,2,False,,2.9337349540919617,30.85842550111317,0.30008917300232735,0.1517170064451821,0.0,29.807902999999996,5156,180.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Second_SP\1-SP 900 delay\sp_delay900_jitter000_run3.csv,sp2,900,0,3,False,,3.375009759466095,22.03321160958741,0.29174640666427804,0.13942833338461832,0.0,30.874211000000003,5582,180.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Second_SP\1-SP 900 delay\sp_delay900_jitter000_run4.csv,sp2,900,0,4,False,,3.1689310844762186,30.277604053753993,0.3034817158388004,0.16519790755264277,0.0,30.920703,5335,180.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Second_SP\1-SP 900 delay\sp_delay900_jitter000_run5.csv,sp2,900,0,5,False,,3.320935830157898,29.61669005766292,0.3073528915775652,0.15953086314606987,0.0,30.239358000000003,5331,180.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Second_SP\2-SP 100 delay 100 jitter\sp_delay100_jitter100_run1.csv,sp2,100,100,1,False,,4.0312355779199285,40.744937610034604,0.3748332722788556,0.21076839828962093,0.0,35.086892999999996,6082,19.88260440644525,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Second_SP\2-SP 100 delay 100 jitter\sp_delay100_jitter100_run2.csv,sp2,100,100,2,False,,4.268095759375322,49.40500347110544,0.41639453830827744,0.2365261656586206,0.0,30.429214,5521,20.014490128599892,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Second_SP\2-SP 100 delay 100 jitter\sp_delay100_jitter100_run3.csv,sp2,100,100,3,False,,1.6678267645498255,20.453098221068974,0.28114381121058774,0.1435002446816824,0.0,30.381072,5138,20.065784351887896,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Second_SP\2-SP 100 delay 100 jitter\sp_delay100_jitter100_run4.csv,sp2,100,100,4,False,,1.5782993704525576,27.15280435137374,0.2912309341328413,0.13795519593772532,0.0,30.380988000000002,5420,19.97656826568266,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Second_SP\2-SP 100 delay 100 jitter\sp_delay100_jitter100_run5.csv,sp2,100,100,5,False,,1.4352292115609422,32.30331551816314,0.3116939250519161,0.15880653140896436,0.0,30.316100000000002,5297,20.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Second_SP\2-SP 300 delay 100 jitter\sp_delay300_jitter100_run1.csv,sp2,300,100,1,False,,1.1603446977252843,21.34476262575974,0.2771244828090709,0.12684420499113208,0.0,30.102966,5468,60.05175566934894,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Second_SP\2-SP 300 delay 100 jitter\sp_delay300_jitter100_run2.csv,sp2,300,100,2,False,,1.7098291479992485,23.644971554580156,0.28904676742424246,0.13733780264614823,0.0,30.557314,5280,60.04204545454545,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Second_SP\2-SP 300 delay 100 jitter\sp_delay300_jitter100_run3.csv,sp2,300,100,3,False,,2.459224972164271,27.74688616125594,0.30937104627204465,0.1490790379930412,0.0,31.753493999999996,5727,60.13637157324952,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Second_SP\2-SP 300 delay 100 jitter\sp_delay300_jitter100_run4.csv,sp2,300,100,4,False,,2.7198464910418645,29.993812451801954,0.31232556936045447,0.1622489249038933,0.0,30.598660000000002,5457,59.90965732087228,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Second_SP\2-SP 300 delay 100 jitter\sp_delay300_jitter100_run5.csv,sp2,300,100,5,False,,2.9859346395504494,27.733896189888533,0.30212987253039514,0.14947164837263124,0.0,30.276126,5264,60.045782674772035,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Second_SP\2-SP 900 delay 100 jitter\sp_delay900_jitter100_run1.csv,sp2,900,100,1,False,,1.1523145646864872,24.10990417551899,0.2732250124674358,0.13022399684279362,0.0,30.968378,5374,179.9687383699293,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Second_SP\2-SP 900 delay 100 jitter\sp_delay900_jitter100_run2.csv,sp2,900,100,2,False,,1.3356364021964862,30.975342550982873,0.2990235296223376,0.14637657624647146,0.0,31.249196,5587,180.02308931448005,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Second_SP\2-SP 900 delay 100 jitter\sp_delay900_jitter100_run3.csv,sp2,900,100,3,False,,1.388916326339187,33.87073797973859,0.3084266725472547,0.1470747496594671,0.0,31.293862000000004,5555,179.83294329432943,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Second_SP\2-SP 900 delay 100 jitter\sp_delay900_jitter100_run4.csv,sp2,900,100,4,False,,1.6337942051318741,27.827993192906725,0.2899602467136597,0.13801005790513168,0.0,30.270368,5249,179.86378357782434,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Second_SP\2-SP 900 delay 100 jitter\sp_delay900_jitter100_run5.csv,sp2,900,100,5,False,,1.3046998875609963,22.140563776201624,0.27619168492079016,0.132545030609546,0.0,30.747103999999997,5113,179.87776256600822,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\1-SP 0 delay\sp_delay000_jitter000_run1.csv,sp,0,0,1,False,,3.0864734512375773,4.430777223752927,0.2708542080941447,0.07636291761973836,0.0,58.394099999999995,10452,0.0,BALANCE and t_s >= balance_start + 1.0s
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\1-SP 0 delay\sp_delay000_jitter000_run2.csv,sp,0,0,2,False,,3.0267681630132532,2.9043493926700217,0.2579303462330624,0.07629037520746342,0.0,55.508346,9225,0.0,BALANCE and t_s >= balance_start + 1.0s
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\1-SP 0 delay\sp_delay000_jitter000_run3.csv,sp,0,0,3,False,,2.003610135444666,2.7982883972557495,0.26548027269951135,0.07224466685887108,0.0,55.434082,9824,0.0,BALANCE and t_s >= balance_start + 1.0s
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\1-SP 0 delay\sp_delay000_jitter000_run4.csv,sp,0,0,4,False,,2.5920380318484026,2.853448257479918,0.2597389965380308,0.07482682322081659,0.0,56.039703,9821,0.0,BALANCE and t_s >= balance_start + 1.0s
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\1-SP 0 delay\sp_delay000_jitter000_run5.csv,sp,0,0,5,False,,2.029655313266753,2.9119011712632683,0.26615201221341334,0.0762882788526371,0.0,55.867760999999994,9334,0.0,BALANCE and t_s >= balance_start + 1.0s
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\2-SP  5 delay\sp_delay005_jitter000_run1.csv,sp,5,0,1,False,,2.426499708601628,29.670380417238476,0.31490311746955496,0.17057687292827853,0.0,54.274091,9279,1.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\2-SP  5 delay\sp_delay005_jitter000_run2.csv,sp,5,0,2,False,,1.7658484185882768,34.39956065883241,0.3226361358711857,0.15846213445469584,0.0,56.293198999999994,10061,1.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\2-SP  5 delay\sp_delay005_jitter000_run3.csv,sp,5,0,3,False,,1.5033069719412109,33.577522680645224,0.3257902946854889,0.17077061189156348,0.0,54.345545,9634,1.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\2-SP  5 delay\sp_delay005_jitter000_run4.csv,sp,5,0,4,False,,1.5259087733166727,31.215240681166335,0.3162384586244541,0.16030857081111194,0.0,54.189916000000004,9160,1.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\2-SP  5 delay\sp_delay005_jitter000_run5.csv,sp,5,0,5,False,,2.082395236596062,30.190039334634385,0.30567923356221394,0.15229598957608356,0.0,54.178098999999996,9612,1.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\3-SP 10 delay\sp_delay010_jitter000_run1.csv,sp,10,0,1,False,,1.3338701428170663,32.01658469076049,0.29201316645161296,0.14128362065961275,0.0,53.695929,9300,2.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\3-SP 10 delay\sp_delay010_jitter000_run2.csv,sp,10,0,2,False,,1.502177552632525,31.533367825654842,0.2873933722728236,0.13745914945709162,0.0,54.268369,9442,2.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\3-SP 10 delay\sp_delay010_jitter000_run3.csv,sp,10,0,3,False,,2.172007805245028,31.907882497065703,0.30419926865203767,0.146403366628162,0.0,54.287323,9570,2.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\3-SP 10 delay\sp_delay010_jitter000_run4.csv,sp,10,0,4,False,,2.398494718964992,30.511864621007675,0.3021748630017452,0.14934544720389376,0.0,65.73369699999999,11460,2.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\3-SP 10 delay\sp_delay010_jitter000_run5.csv,sp,10,0,5,False,,1.4908218681066359,31.660166702717493,0.2949536811454311,0.14420351410033105,0.0,54.225584000000005,9324,2.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\4-SP 15 delay\sp_delay015_jitter000_run1.csv,sp,15,0,1,False,,1.3577590017034677,28.88671641206897,0.29872563900896154,0.15512396764248104,0.0,54.31151,9485,3.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\4-SP 15 delay\sp_delay015_jitter000_run2.csv,sp,15,0,2,False,,1.3680104206673145,32.26485249161795,0.31365283131541144,0.14844544357911277,0.0,54.275384,9746,3.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\4-SP 15 delay\sp_delay015_jitter000_run3.csv,sp,15,0,3,False,,1.751515551364463,29.82993219693845,0.2955722225656878,0.14408170610991425,0.0,53.077218,9058,3.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\4-SP 15 delay\sp_delay015_jitter000_run4.csv,sp,15,0,4,False,,1.311757299697868,32.89335370088191,0.3041419819563153,0.14376292506284927,0.0,54.430019,9477,3.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\4-SP 15 delay\sp_delay015_jitter000_run5.csv,sp,15,0,5,False,,1.4227045425484368,30.966598563529868,0.29424010394592615,0.14501451034320606,0.0,62.59952799999999,10948,3.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\5-SP 20 delay\sp_delay020_jitter000_run1.csv,sp,20,0,1,False,,1.2741349284772585,29.210417656718402,0.29955256287621757,0.15237954506766477,0.0,53.911933,9137,4.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\5-SP 20 delay\sp_delay020_jitter000_run2.csv,sp,20,0,2,False,,1.3315064971410135,29.863833678204685,0.3041400822171308,0.14401294280276866,0.0,63.458315,11348,4.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\5-SP 20 delay\sp_delay020_jitter000_run3.csv,sp,20,0,3,False,,1.3742912595892753,30.938579911416703,0.3085128640888609,0.1514335519694535,0.0,54.983654,9543,4.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\5-SP 20 delay\sp_delay020_jitter000_run4.csv,sp,20,0,4,False,,1.3416351066426582,27.753201983487127,0.2970345890227577,0.14819173595731203,0.0,53.909029,9711,4.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\5-SP 20 delay\sp_delay020_jitter000_run5.csv,sp,20,0,5,False,,1.247557163866906,27.787374257498076,0.3011021915708812,0.15144322868197574,0.0,54.382054,9396,4.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\6-SP 5 delay 5 jitter\sp_delay005_jitter005_run1.csv,sp,5,5,1,False,,1.508398976699551,26.027096281794755,0.29752372912445346,0.14520182780719362,0.0,54.291618,9377,1.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\6-SP 5 delay 5 jitter\sp_delay005_jitter005_run2.csv,sp,5,5,2,False,,1.5967669192118148,32.25618643093408,0.32430372467961976,0.16278694375581354,0.0,54.331366,9676,1.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\6-SP 5 delay 5 jitter\sp_delay005_jitter005_run3.csv,sp,5,5,3,False,,1.578680296116884,25.45780136953704,0.29882023200494284,0.14417951644715843,0.0,38.174833,6474,1.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\6-SP 5 delay 5 jitter\sp_delay005_jitter005_run4.csv,sp,5,5,4,False,,1.8616277537517245,32.437518368045204,0.327462795678952,0.16184184380877048,0.0,56.904816,10229,1.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\6-SP 5 delay 5 jitter\sp_delay005_jitter005_run5.csv,sp,5,5,5,False,,1.9818243710635552,28.104696066015315,0.3111604924068611,0.15605189987335866,0.0,54.454212999999996,9153,1.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\7-SP 10 delay 5 jitter\sp_delay010_jitter005_run1.csv,sp,10,5,1,False,,1.6947362402278014,25.262229926936865,0.30033574926510614,0.14753829454147357,0.0,54.316555,9185,2.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\7-SP 10 delay 5 jitter\sp_delay010_jitter005_run2.csv,sp,10,5,2,False,,1.4055275232258138,27.92658395285565,0.3094783395567093,0.1500588192445057,0.0,55.827739,10016,2.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\7-SP 10 delay 5 jitter\sp_delay010_jitter005_run3.csv,sp,10,5,3,False,,1.7613843019912654,25.167301752458815,0.3030512979911913,0.14967981771460898,0.0,54.364439000000004,9309,2.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\7-SP 10 delay 5 jitter\sp_delay010_jitter005_run4.csv,sp,10,5,4,False,,2.944597136429645,30.298056639863304,0.33089490458093673,0.16914047110357786,0.0,54.474427,9736,2.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\7-SP 10 delay 5 jitter\sp_delay010_jitter005_run5.csv,sp,10,5,5,False,,3.3547099019207596,22.100185235638392,0.30857724698168193,0.15136806652521,0.0,55.936551,9608,2.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\8-SP 15 delay 5 jitter\sp_delay015_jitter005_run1.csv,sp,15,5,1,False,,1.3065426968626608,23.086004951314592,0.2717977042620106,0.13333327317667204,0.0,54.236931999999996,9221,3.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\8-SP 15 delay 5 jitter\sp_delay015_jitter005_run2.csv,sp,15,5,2,False,,2.0684444971898293,30.602309488210334,0.3000745474361636,0.14506305891914173,0.0,54.834376,9634,3.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\8-SP 15 delay 5 jitter\sp_delay015_jitter005_run3.csv,sp,15,5,3,False,,1.8264531107543251,30.646513263183106,0.29896351953809674,0.14636806981159425,0.0,53.885189,9699,3.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\8-SP 15 delay 5 jitter\sp_delay015_jitter005_run4.csv,sp,15,5,4,False,,2.3901666614199044,29.47653565670065,0.3025195280229714,0.15050340330950174,0.0,54.169089,9403,3.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\8-SP 15 delay 5 jitter\sp_delay015_jitter005_run5.csv,sp,15,5,5,False,,3.7223623473329597,23.16783366413712,0.2858892151300236,0.1258517840333147,0.0,54.264665,9729,3.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\9-SP 20 delay 5 jitter\sp_delay020_jitter005_run1.csv,sp,20,5,1,False,,3.9029830122938014,30.386250229678737,0.32293706584019166,0.13044409779494043,0.0,54.133998,9599,4.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\9-SP 20 delay 5 jitter\sp_delay020_jitter005_run2.csv,sp,20,5,2,False,,3.4754344389908685,24.138492108454116,0.27474565572535514,0.14528809200609477,0.0,55.000309,9292,4.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\9-SP 20 delay 5 jitter\sp_delay020_jitter005_run3.csv,sp,20,5,3,False,,4.064378992641165,37.515380827046954,0.343650622493281,0.18649300787942194,0.0,54.592654,9674,4.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\9-SP 20 delay 5 jitter\sp_delay020_jitter005_run4.csv,sp,20,5,4,False,,1.2832413370288194,27.27782081966386,0.2869780386164172,0.1361699602020591,0.0,54.343783,9685,4.0,BALANCE and delay_blend >= 0.99
E:\MDH\5-Project\LatencyPendulumControl\CollectedData\Smith Predictor\9-SP 20 delay 5 jitter\sp_delay020_jitter005_run5.csv,sp,20,5,5,False,,1.530836233153928,27.550167016096818,0.2904038710363907,0.14233825930418054,0.0,55.0611,9398,4.0,BALANCE and delay_blend >= 0.99
